vote,close,homeown,edu7cat,age,marriage,male
1,15,0,6,41,0,0
1,28,1,6,63,1,1
1,29,1,6,64,0,1
1,15,0,6,36,0,0
1,21,1,6,33,1,0
1,30,0,6,71,0,0
1,21,1,6,43,0,0
1,30,1,6,38,1,1
1,15,1,6,44,1,1
1,0,1,6,53,1,1
1,25,1,6,34,1,1
1,0,1,6,57,1,1
1,20,1,6,36,1,1
1,25,1,6,57,1,0
1,28,1,6,67,1,1
1,29,0,6,41,0,0
0,0,1,6,28,1,1
0,15,1,6,39,1,0
1,0,1,6,39,1,1
0,29,1,6,36,1,1
1,30,1,6,28,1,0
1,15,1,6,71,1,1
1,30,1,6,28,0,1
0,0,1,6,60,1,1
NA,8,1,6,45,0,0
NA,29,1,6,32,1,0
1,30,1,6,69,1,1
0,14,1,6,48,0,0
1,15,1,6,56,1,1
1,30,1,6,33,1,0
1,29,1,6,25,0,1
0,25,1,6,55,1,1
1,25,0,6,36,0,1
1,25,0,6,43,0,0
1,25,1,6,74,1,1
1,21,0,6,45,0,0
1,29,1,6,25,0,0
1,30,1,6,41,1,0
1,15,0,6,32,1,1
1,30,1,6,54,0,0
1,15,0,6,32,0,0
1,0,1,6,56,0,0
1,25,0,6,47,1,0
0,29,1,6,41,1,0
1,20,0,6,64,0,0
NA,15,1,6,25,0,0
0,30,0,6,23,0,1
1,29,1,6,42,0,0
1,20,1,6,50,0,0
1,30,0,6,57,0,0
1,10,1,6,44,1,1
1,29,0,6,30,0,1
1,28,0,6,25,0,0
1,29,1,6,30,1,1
1,30,1,6,56,1,0
0,25,1,6,45,1,1
0,11,1,6,22,0,0
1,20,1,6,38,1,0
1,0,1,6,24,0,0
1,30,1,6,39,1,0
1,30,0,6,25,0,0
1,30,1,6,46,1,0
1,20,1,6,47,1,0
1,20,1,6,58,0,1
1,30,1,6,48,0,1
1,29,1,6,69,1,0
NA,15,1,6,45,1,1
1,30,1,6,48,1,1
1,0,0,6,28,1,1
NA,29,1,6,44,0,1
1,24,1,6,37,1,1
1,30,1,6,57,1,1
1,29,1,6,57,0,0
1,15,1,6,41,1,1
1,29,1,6,45,0,0
1,29,0,6,23,0,1
1,0,1,6,53,0,1
1,20,1,6,41,1,0
1,30,1,6,40,0,1
1,15,1,6,43,1,1
1,21,1,6,37,1,0
1,0,1,6,37,0,1
1,30,1,6,38,0,0
1,30,1,6,31,1,0
0,14,1,6,30,1,0
0,29,0,6,25,0,0
0,15,0,6,24,1,0
1,25,1,6,43,1,0
1,29,1,6,48,0,0
1,30,1,6,29,1,1
1,15,1,6,42,1,1
1,30,1,6,48,1,1
1,15,0,6,57,0,0
1,20,1,6,53,0,1
1,30,1,6,54,1,1
1,15,1,6,40,0,1
1,21,1,6,37,1,0
1,14,1,6,65,1,0
1,30,1,6,51,1,1
1,14,1,6,40,1,0
1,10,0,6,64,0,0
1,15,1,6,80,0,0
1,30,1,6,34,1,0
0,25,1,6,46,0,1
1,25,1,6,57,1,0
1,15,0,6,32,1,0
NA,30,1,6,40,1,0
1,25,0,6,73,1,1
1,0,1,6,39,1,1
1,30,1,6,41,1,0
1,30,1,6,34,1,1
1,15,0,6,26,0,1
1,10,1,6,32,1,0
1,30,1,6,68,1,0
1,30,1,6,39,0,0
NA,0,0,6,57,0,1
1,29,1,6,23,1,0
1,0,1,6,49,1,1
NA,30,1,6,67,1,1
0,30,1,6,44,1,0
1,11,1,6,33,1,0
0,30,1,6,23,0,1
1,30,1,6,37,1,1
1,30,1,6,52,0,1
NA,0,0,6,38,0,1
0,15,1,6,38,0,0
1,30,0,6,38,1,1
0,20,1,6,36,0,0
1,29,1,6,54,0,0
1,20,1,6,34,0,1
1,25,1,6,31,1,1
1,0,1,6,52,1,1
0,11,0,6,24,0,1
NA,30,0,6,28,0,1
0,30,1,6,26,1,1
1,30,1,6,40,1,1
1,30,1,6,50,1,0
1,30,1,6,62,1,1
1,29,0,6,45,1,0
NA,29,1,6,54,1,0
0,29,1,6,24,0,0
1,0,1,6,48,1,0
1,10,1,6,32,1,0
0,30,1,6,37,1,0
1,10,1,6,54,1,1
1,28,1,6,34,1,0
1,15,1,6,39,0,0
1,24,1,6,40,1,1
NA,15,0,6,36,0,1
1,0,1,6,53,1,1
1,25,1,6,40,1,1
1,8,1,6,60,1,1
1,0,1,6,37,0,0
NA,30,1,6,39,1,0
1,30,0,6,27,0,1
1,30,1,6,49,1,0
NA,29,0,6,32,0,0
1,30,1,6,53,1,0
1,29,1,6,61,1,1
NA,29,1,6,48,0,0
1,29,0,6,30,1,1
1,0,1,6,35,1,1
1,30,0,6,51,0,0
1,8,1,6,56,1,0
1,0,1,6,73,1,1
1,29,1,6,36,1,1
1,8,1,6,35,1,1
1,30,1,6,31,1,0
1,30,1,6,40,1,1
1,15,1,6,52,1,0
0,15,0,6,41,0,1
0,10,0,6,29,0,1
1,30,0,6,23,1,1
1,14,1,6,52,1,1
1,15,1,6,28,1,1
NA,30,1,6,34,0,0
1,0,1,6,48,1,1
1,30,1,6,38,0,1
1,10,0,6,22,0,1
1,15,1,6,27,0,1
1,25,1,6,54,0,0
1,11,1,6,34,1,0
1,25,1,6,36,1,0
1,28,1,6,54,1,1
1,0,1,6,48,1,1
0,14,0,6,27,0,1
1,30,0,6,42,1,1
1,30,1,6,69,1,0
1,0,1,6,39,1,1
1,25,0,6,38,0,1
1,30,1,6,30,1,1
NA,25,1,6,45,1,0
NA,30,1,6,40,1,1
1,29,1,6,64,0,0
1,0,1,6,54,1,1
0,15,0,6,24,0,1
1,30,1,6,45,1,1
1,0,1,6,44,1,1
1,15,0,6,32,1,1
1,29,0,6,53,0,1
1,30,0,6,35,0,0
NA,30,1,6,42,1,1
1,0,1,6,79,0,0
1,0,1,6,37,1,0
0,8,1,6,57,0,1
1,21,1,6,81,0,0
1,11,1,6,29,1,1
1,29,1,6,28,1,1
NA,30,0,6,53,1,0
0,28,1,6,49,0,0
1,20,1,6,41,1,1
1,0,1,6,57,1,0
1,25,1,6,53,1,0
1,29,0,6,30,0,1
1,30,1,6,45,1,1
1,15,0,6,46,1,0
1,15,1,6,45,1,1
1,30,1,6,46,1,1
1,30,0,6,26,0,0
NA,30,1,6,39,1,0
0,20,1,6,38,1,1
1,24,1,6,44,1,1
1,28,1,6,70,1,1
1,28,1,6,42,0,1
1,10,1,6,30,0,1
1,10,1,6,39,1,0
0,15,1,6,29,1,1
NA,30,1,6,79,1,1
1,29,1,6,23,1,0
0,20,1,6,25,0,0
0,30,1,6,30,0,0
1,8,1,6,22,1,0
1,29,1,6,74,1,0
1,29,1,6,43,0,0
NA,15,0,6,34,1,1
1,28,1,6,54,0,1
0,25,0,6,28,1,1
1,30,1,6,54,1,0
1,29,1,6,49,1,0
0,15,1,6,27,0,1
1,25,1,6,25,0,0
NA,15,1,7,42,0,0
1,0,1,7,84,1,1
1,25,1,7,53,1,1
1,30,1,7,54,1,1
1,20,1,7,37,1,0
1,29,0,7,29,0,0
NA,30,0,7,81,0,1
1,30,1,7,49,1,0
1,28,1,7,59,1,1
1,10,1,7,32,1,0
1,15,1,7,33,1,1
1,15,1,7,70,1,1
1,10,1,7,90,1,1
0,11,0,7,45,0,0
1,29,1,7,44,1,1
1,10,0,7,57,1,1
0,20,0,7,26,0,0
1,29,1,7,37,1,1
0,29,1,7,60,1,1
1,30,1,7,38,1,1
1,30,1,7,41,0,0
0,20,0,7,34,0,1
1,15,1,7,67,0,1
1,21,1,7,37,1,0
1,21,0,7,26,1,1
0,15,1,7,71,0,0
1,25,1,7,41,1,1
NA,0,1,7,41,1,0
1,29,1,7,60,1,1
0,30,0,7,63,1,0
1,10,1,7,47,1,0
1,30,1,7,37,1,0
1,25,1,7,46,1,1
1,30,1,7,35,1,0
1,29,1,7,52,1,0
0,14,1,7,35,0,0
0,30,1,7,76,1,0
1,15,1,7,69,1,1
1,24,1,7,47,1,1
1,30,1,7,59,1,1
1,30,1,7,47,0,0
1,11,1,7,45,1,0
1,15,0,7,49,0,0
1,10,1,7,55,0,0
1,29,1,7,75,0,0
0,0,1,7,27,0,1
1,11,1,7,49,0,0
NA,25,0,7,61,0,0
1,10,1,7,47,1,1
1,28,1,7,39,1,0
1,0,1,7,53,1,0
1,29,1,7,56,0,1
1,29,1,7,52,1,1
1,15,1,7,31,1,1
1,25,1,7,78,1,1
1,29,1,7,59,1,1
1,29,1,7,66,1,1
0,30,1,7,72,0,0
1,29,1,7,50,1,1
1,15,1,7,47,1,1
1,0,1,7,51,1,1
NA,29,1,7,52,1,1
1,29,1,7,68,1,1
1,15,1,7,44,1,1
1,30,1,7,29,1,0
0,0,1,7,35,1,1
1,29,1,7,41,0,1
1,30,0,7,51,0,1
1,28,1,7,37,1,1
1,20,1,7,26,0,1
1,24,1,7,66,0,0
1,29,1,7,77,1,1
1,0,0,7,53,0,1
1,25,1,7,51,1,0
1,30,1,7,47,0,0
1,15,1,7,38,1,0
1,0,1,7,87,1,1
1,15,1,7,38,1,1
1,30,1,7,69,0,0
1,15,1,7,50,1,0
NA,15,1,7,73,1,1
1,10,1,7,41,1,0
1,29,1,7,51,1,1
1,29,0,7,26,0,0
0,20,1,7,26,1,0
1,0,1,7,30,1,0
0,30,1,7,36,0,0
1,28,1,7,58,1,1
1,30,1,7,50,1,1
1,29,0,7,72,0,0
1,29,1,7,52,1,1
1,30,0,7,28,0,0
1,29,1,7,50,0,1
1,30,1,7,53,1,0
1,30,1,7,37,1,1
1,25,1,7,46,1,1
1,30,1,7,37,1,0
1,30,1,7,49,1,1
1,21,1,7,53,1,0
1,15,1,7,35,1,0
0,29,1,7,51,1,1
1,30,1,7,36,1,1
NA,0,1,7,43,1,1
1,29,1,7,32,0,0
1,25,1,7,43,1,0
0,30,1,7,76,1,0
1,10,0,7,25,1,1
1,30,1,7,56,1,1
1,30,1,7,45,1,0
1,10,1,7,65,0,1
1,30,1,7,51,1,0
1,30,1,7,32,1,1
1,20,1,7,49,0,1
1,15,1,7,65,1,0
1,29,1,7,30,1,0
0,15,1,7,50,1,0
1,30,0,7,30,1,0
1,21,1,7,52,1,1
1,29,0,7,79,1,0
0,25,1,7,33,0,0
0,24,0,7,69,0,0
1,15,1,7,48,1,0
NA,29,1,7,60,1,1
1,15,1,7,59,1,1
0,29,1,7,53,1,1
1,28,1,7,54,1,1
1,30,1,7,54,1,1
1,29,1,7,41,1,0
1,0,1,7,41,1,1
1,30,1,7,54,1,0
NA,25,0,7,84,0,1
1,29,1,7,81,0,1
1,15,1,7,32,1,1
1,15,0,7,33,0,0
1,15,1,7,75,1,1
1,30,0,7,37,1,1
1,15,1,7,47,1,0
NA,15,0,7,53,1,0
1,28,0,7,55,0,0
NA,0,0,7,29,0,0
1,25,1,7,66,1,1
1,25,1,7,31,1,1
1,30,1,7,42,0,1
1,29,1,7,40,0,0
1,29,1,7,46,1,0
1,0,1,7,36,1,0
1,30,1,7,33,1,1
1,15,1,7,69,1,1
1,25,0,7,28,0,0
1,8,1,7,33,1,0
1,0,1,7,32,1,0
1,30,1,7,69,1,1
1,20,1,7,65,1,0
1,29,1,7,47,1,0
1,25,0,7,40,1,1
1,30,1,7,69,1,1
1,15,1,7,49,1,1
1,15,1,7,46,1,0
1,29,1,7,52,1,0
1,10,1,7,59,1,0
1,10,1,7,31,1,1
1,30,1,7,84,0,0
1,20,1,7,43,1,0
1,15,1,7,53,1,1
1,15,0,7,31,0,1
1,30,1,7,54,1,0
1,30,1,7,59,1,1
1,30,1,7,65,1,0
1,29,1,7,51,1,1
1,29,1,7,58,0,1
1,10,1,7,39,1,0
0,29,1,7,36,1,1
1,20,1,7,57,1,1
1,28,1,7,73,0,0
NA,30,1,7,49,0,0
1,25,1,7,78,0,0
NA,10,1,7,61,0,1
1,0,1,7,54,0,0
0,30,1,7,83,0,0
1,0,1,7,56,0,0
NA,25,1,7,36,1,1
1,30,1,7,41,1,1
1,25,0,7,60,1,0
1,30,1,7,55,1,1
1,15,0,7,29,0,0
1,29,1,7,62,1,1
1,15,1,7,34,1,1
0,30,1,7,55,1,1
1,21,1,7,43,0,1
1,0,1,7,72,0,1
1,30,1,7,36,1,1
1,30,1,7,45,1,0
1,30,1,7,53,0,0
1,24,1,7,63,1,1
1,0,1,7,37,0,0
1,29,1,7,42,1,1
1,21,1,7,43,1,1
0,29,1,7,39,0,1
1,30,1,7,52,1,1
1,15,1,7,46,1,1
