vote,close,homeown,edu7cat,age,marriage,male
NA,29,0,1,76,0,0
NA,29,1,1,79,1,0
NA,30,0,1,40,1,0
0,14,1,1,44,0,1
1,25,0,1,64,0,0
1,29,1,1,68,1,0
1,30,1,1,65,1,0
0,30,1,1,46,1,1
1,29,0,1,59,1,1
0,29,0,1,32,0,1
NA,30,1,1,90,0,1
0,25,0,1,67,0,0
0,30,0,1,36,0,1
0,30,0,1,87,0,0
0,15,1,1,71,0,0
1,30,0,2,71,1,0
1,30,1,2,90,0,0
1,30,1,2,72,1,1
0,20,0,2,68,0,0
0,10,0,2,18,0,1
1,29,1,2,63,0,0
0,25,0,2,62,0,1
0,30,0,2,27,0,1
1,30,1,2,68,1,1
0,15,0,2,25,0,0
1,30,0,2,83,1,1
1,29,1,2,72,0,0
1,29,1,2,53,0,0
1,24,1,2,59,1,0
0,24,1,2,82,1,1
0,30,1,2,68,0,0
0,29,1,2,90,0,0
1,28,1,2,68,0,1
0,30,0,2,86,0,0
1,29,1,2,72,1,1
NA,29,1,2,85,0,0
1,28,1,2,54,1,1
1,25,1,2,72,1,1
1,25,1,2,68,1,0
1,15,1,2,66,0,0
0,30,1,2,64,0,1
0,8,1,2,57,0,0
0,30,1,2,53,1,0
NA,30,1,2,48,1,1
0,30,1,2,60,1,0
1,0,1,2,83,0,0
0,29,1,2,69,1,1
1,0,1,2,64,1,1
1,14,0,2,53,1,0
1,29,1,2,86,0,1
0,30,0,2,79,0,0
1,0,1,2,58,1,0
NA,0,1,2,40,1,1
1,30,1,2,82,0,0
NA,29,0,2,38,0,0
0,15,1,2,72,0,1
NA,15,0,2,39,1,0
0,0,0,2,57,0,1
1,25,1,2,43,0,1
NA,10,1,2,40,0,1
0,29,1,2,86,0,0
1,21,1,2,74,0,0
0,30,0,2,23,0,0
0,29,1,2,81,0,1
1,30,1,2,28,1,0
0,30,1,2,19,0,1
1,0,1,2,79,1,0
1,20,0,2,87,0,1
NA,15,1,2,46,0,0
1,29,1,2,62,1,0
0,30,0,2,30,0,0
1,21,1,2,56,0,1
1,30,1,2,73,0,0
0,30,0,2,52,0,1
0,29,1,2,46,0,1
0,30,0,2,64,0,0
1,29,1,2,75,1,1
1,29,1,2,80,0,0
0,25,1,2,57,0,0
0,0,0,2,55,0,1
1,25,0,2,74,0,0
0,15,0,2,27,0,0
1,30,1,2,73,1,0
1,0,1,2,67,1,0
0,10,0,2,61,0,0
NA,30,1,2,70,1,0
0,15,1,2,74,0,0
0,0,0,2,90,0,0
NA,0,1,2,48,0,0
0,29,1,2,86,0,0
1,25,0,2,62,0,0
1,30,1,2,78,1,1
0,28,0,2,55,0,0
1,29,1,2,75,1,0
0,15,0,2,55,0,1
1,29,0,2,78,0,0
0,30,1,2,70,1,1
0,30,0,2,83,0,1
1,15,1,2,78,1,1
NA,21,1,2,49,1,0
1,11,1,2,89,1,1
0,21,1,2,81,0,0
1,0,1,2,79,0,0
0,30,0,2,34,0,0
0,30,1,2,57,0,0
1,11,1,2,88,0,0
1,29,1,3,49,1,1
1,30,0,3,72,0,1
NA,25,0,3,18,0,0
1,0,1,3,58,1,0
0,30,0,3,22,0,1
0,30,1,3,50,0,0
NA,25,0,3,21,0,1
1,8,1,3,61,1,0
0,29,0,3,20,0,0
1,30,1,3,66,1,0
NA,28,1,3,70,0,0
0,29,1,3,54,1,1
1,29,0,3,19,0,1
1,10,0,3,67,0,0
1,28,1,3,71,0,0
0,30,1,3,37,0,0
0,30,0,3,24,0,1
NA,30,1,3,49,0,0
1,30,1,3,51,0,0
0,0,1,3,56,1,1
0,30,1,3,54,1,0
1,25,1,3,77,0,0
NA,29,1,3,52,0,0
0,15,0,3,37,1,0
1,25,0,3,89,0,0
0,29,1,3,27,0,0
NA,29,1,3,50,1,0
0,10,1,3,40,1,1
0,15,0,3,39,0,0
0,30,1,3,48,0,1
0,0,1,3,64,1,1
1,15,1,3,72,0,1
NA,30,0,3,36,1,0
0,25,0,3,20,0,0
0,8,1,3,30,1,1
0,29,1,3,21,1,0
1,15,0,3,80,0,0
0,25,1,3,59,1,1
1,10,1,3,69,1,1
0,29,0,3,21,0,0
1,20,0,3,57,0,0
1,25,1,3,56,0,0
0,29,0,3,44,0,0
1,0,1,3,35,1,1
0,29,0,3,23,0,1
0,30,1,3,63,0,0
1,29,1,3,62,1,0
1,29,0,3,32,0,1
0,30,0,3,60,0,0
0,30,0,3,28,0,0
NA,28,1,3,52,0,1
0,0,1,3,18,0,1
0,29,1,3,40,1,1
1,29,0,3,56,0,0
1,30,1,3,83,0,0
0,29,0,3,65,1,0
1,30,0,3,18,0,1
1,30,1,3,50,1,1
1,29,1,3,72,0,0
1,15,1,3,81,1,1
0,29,1,3,46,1,0
0,29,1,3,45,0,0
1,29,1,3,73,1,1
0,0,0,3,26,0,0
0,30,1,3,52,1,0
1,29,1,3,66,1,1
0,25,0,3,36,0,0
1,30,0,3,24,1,0
1,30,0,3,18,0,0
1,29,1,3,61,1,1
1,29,0,3,47,0,0
NA,30,1,3,24,0,0
1,15,1,3,47,0,1
1,30,1,3,39,1,1
1,30,1,3,40,0,0
0,29,0,3,28,1,0
1,0,1,3,18,0,1
1,15,1,3,75,0,1
NA,30,1,3,38,1,1
1,30,0,3,70,0,0
0,0,1,3,68,0,1
0,30,0,3,87,0,0
0,0,1,3,18,0,0
1,30,1,3,23,0,0
0,24,1,3,80,1,0
0,30,0,3,51,0,0
0,21,0,3,25,0,1
0,30,1,3,39,1,1
0,29,0,3,28,1,1
0,20,0,3,28,1,1
1,25,0,3,19,0,0
0,0,0,3,34,0,0
0,29,0,3,20,1,0
0,30,0,3,19,0,1
0,29,1,3,18,0,1
1,29,0,3,71,0,0
1,0,1,3,61,1,1
0,14,0,3,21,0,1
0,15,0,3,52,1,1
0,29,0,3,42,0,0
0,11,0,3,65,0,0
NA,29,1,3,29,0,0
0,30,0,3,22,0,0
1,29,0,3,18,0,0
1,28,1,3,87,0,0
1,30,1,3,55,1,0
1,30,1,3,18,0,1
0,25,0,3,74,0,0
NA,29,0,3,71,0,0
0,30,0,3,35,0,0
NA,0,1,3,65,0,0
NA,30,1,3,61,1,0
1,0,1,3,46,0,0
1,30,0,3,20,1,0
0,30,0,3,32,1,0
1,29,1,3,63,0,1
NA,25,1,3,24,0,1
NA,28,0,3,55,1,1
1,28,1,3,81,0,0
0,0,1,3,20,0,1
1,15,1,3,54,1,0
1,30,1,3,72,1,0
0,24,1,3,41,1,0
0,29,0,3,19,0,1
0,25,0,3,60,0,0
0,0,1,3,75,0,1
1,25,1,3,62,1,1
1,30,1,3,74,0,0
0,21,0,3,47,0,0
NA,30,1,3,29,0,1
0,29,1,3,23,0,1
0,30,1,3,51,1,1
1,28,1,3,42,1,1
1,25,0,3,53,1,1
NA,30,0,3,19,0,1
1,0,1,3,53,0,1
1,10,0,3,18,0,0
1,0,1,3,76,1,1
0,25,0,3,20,0,1
0,30,1,3,38,1,1
0,29,1,3,42,1,0
0,30,0,3,26,1,0
0,28,0,3,33,0,1
0,30,1,3,58,1,1
1,30,1,3,67,1,1
1,29,1,3,70,1,0
0,30,0,3,33,1,1
0,30,0,3,37,1,0
1,28,1,3,64,1,0
0,24,1,3,22,0,1
1,0,1,3,62,0,1
1,30,0,3,47,0,1
0,29,1,3,18,0,1
0,30,1,3,27,1,0
0,29,1,3,88,0,0
NA,20,1,3,58,1,0
1,30,1,3,72,1,1
0,29,0,3,24,0,0
0,15,1,3,33,1,1
NA,30,0,3,55,0,1
1,29,0,3,67,0,1
0,30,0,3,56,1,1
1,29,1,3,18,0,1
1,30,1,3,82,1,1
1,28,1,3,63,1,0
0,10,0,3,24,0,0
1,30,1,3,67,1,1
0,30,1,3,18,0,0
1,21,1,3,64,1,1
0,28,1,3,25,1,1
0,28,1,3,18,0,1
0,15,0,3,18,0,1
1,29,0,3,48,0,1
0,25,1,3,40,0,1
0,24,1,3,38,1,1
0,15,1,3,66,0,0
0,30,1,3,45,1,1
NA,25,0,3,64,0,1
0,30,0,3,34,0,1
0,15,0,3,23,1,0
0,30,0,3,32,0,0
1,29,1,3,18,0,1
1,10,1,3,20,0,0
0,10,1,3,48,1,1
0,25,0,3,64,0,0
0,30,1,3,58,1,0
1,0,1,3,50,1,1
0,29,1,3,65,1,0
1,30,1,3,58,1,0
0,15,1,3,28,0,1
1,30,0,3,82,1,1
0,28,1,3,18,0,0
1,29,1,3,57,1,0
0,30,1,3,80,1,0
0,14,0,3,19,0,1
0,10,1,3,18,0,1
0,0,1,3,47,0,0
1,25,0,3,27,0,1
0,15,1,3,80,0,0
0,30,1,3,55,1,1
1,15,0,3,83,0,1
1,25,0,3,70,0,0
0,30,1,3,21,0,1
1,30,0,3,75,0,1
0,0,0,4,21,0,1
1,0,1,4,51,0,1
1,20,1,4,44,1,1
0,30,1,4,34,1,0
0,25,0,4,26,0,0
0,15,1,4,51,1,0
0,8,1,4,28,1,1
0,30,1,4,72,0,1
0,30,0,4,30,0,0
1,30,1,4,56,0,0
1,30,1,4,63,0,0
0,29,0,4,19,0,0
0,0,1,4,30,1,0
0,0,1,4,39,1,0
0,29,0,4,26,0,1
1,15,1,4,84,0,0
1,30,1,4,18,0,1
1,29,1,4,42,1,1
0,15,1,4,59,0,0
0,29,1,4,51,0,1
1,29,1,4,82,1,0
NA,29,1,4,75,0,0
0,11,1,4,69,1,1
1,30,1,4,64,1,0
0,30,1,4,53,1,0
1,29,0,4,60,1,1
1,28,1,4,49,1,1
1,30,1,4,61,1,0
1,28,1,4,70,1,0
0,30,1,4,48,1,0
0,30,0,4,43,0,1
0,29,1,4,42,0,0
1,30,1,4,33,1,0
NA,15,0,4,29,0,1
1,15,1,4,37,1,0
1,30,0,4,29,0,0
0,25,1,4,19,0,1
1,30,0,4,49,1,0
NA,24,0,4,52,1,1
NA,29,1,4,25,0,0
1,21,1,4,70,1,1
0,24,1,4,76,0,0
0,30,1,4,29,0,1
1,10,1,4,73,0,0
1,10,1,4,39,0,1
0,25,1,4,18,0,1
0,0,1,4,42,1,1
NA,15,1,4,39,1,1
1,10,1,4,65,1,0
0,25,1,4,31,1,0
0,30,1,4,19,0,1
1,29,1,4,67,0,1
1,30,1,4,79,0,1
0,0,1,4,20,0,1
1,29,1,4,65,1,1
0,29,1,4,58,1,1
0,30,1,4,45,1,1
NA,29,1,4,62,1,1
1,30,1,4,30,0,1
1,25,1,4,57,1,0
0,29,1,4,29,0,1
1,30,1,4,88,0,1
0,30,0,4,23,1,0
0,0,1,4,48,1,0
1,29,1,4,42,1,0
0,29,1,4,43,1,1
1,30,0,4,26,1,1
0,30,1,4,65,1,1
NA,30,0,4,41,1,1
1,0,1,4,70,1,1
1,30,1,4,42,1,1
0,25,0,4,22,0,0
NA,29,1,4,42,1,0
NA,0,1,4,23,0,1
1,14,1,4,59,1,0
1,24,0,4,52,1,0
0,0,0,4,40,1,0
1,29,0,4,23,0,1
1,30,1,4,19,0,0
NA,25,1,4,27,0,1
0,30,0,4,39,1,1
0,30,1,4,34,0,0
1,30,1,4,73,1,0
1,0,1,4,43,1,0
NA,28,1,4,21,0,1
0,25,0,4,30,0,1
0,30,1,4,24,0,0
NA,30,1,4,52,1,1
0,0,1,4,25,0,1
0,29,1,4,38,1,0
1,30,0,4,74,1,1
1,30,1,4,78,0,0
0,10,1,4,71,1,0
1,30,1,4,41,1,1
0,29,1,4,69,1,1
1,15,1,4,61,1,1
1,30,0,4,81,0,0
1,28,1,4,55,0,1
1,29,1,4,53,1,0
0,29,1,4,61,1,1
1,20,1,4,40,1,0
1,15,1,4,72,0,0
0,25,1,4,56,1,0
1,25,1,4,35,1,1
1,0,1,4,19,0,1
1,15,1,4,41,1,1
1,29,1,4,65,1,0
1,25,1,4,48,1,1
NA,30,1,4,70,0,0
0,28,1,4,18,0,0
NA,15,1,4,53,0,1
1,10,1,4,75,1,1
1,25,1,4,49,1,1
0,30,1,4,33,1,0
0,30,1,4,24,0,0
1,30,1,4,53,1,0
0,21,1,4,54,0,0
1,28,1,4,59,0,0
1,30,1,4,45,1,1
1,30,0,4,38,1,0
1,30,1,4,35,1,1
1,29,0,4,63,0,0
0,8,1,4,26,1,0
0,29,1,4,42,1,0
0,30,1,4,57,1,1
0,30,1,4,39,1,0
NA,29,1,4,55,1,1
1,30,1,4,67,1,0
0,29,1,4,24,1,0
1,30,1,4,74,0,1
0,10,1,4,34,0,1
1,15,1,4,48,0,0
0,29,0,4,32,0,1
1,0,1,4,24,0,0
1,30,1,4,72,1,0
0,30,1,4,31,1,0
1,30,1,4,62,1,1
NA,0,0,4,20,0,0
NA,30,1,4,43,1,1
1,30,1,4,67,1,0
0,30,1,4,38,1,1
NA,29,0,4,32,0,0
0,15,1,4,49,1,0
1,0,1,4,67,0,1
0,28,1,4,56,0,0
1,0,0,4,23,0,1
1,29,0,4,59,0,0
0,30,0,4,21,0,0
NA,29,1,4,70,0,0
0,28,1,4,24,1,1
1,28,1,4,56,1,0
0,30,0,4,21,0,1
NA,14,1,4,66,0,0
0,29,1,4,77,0,0
0,29,1,4,57,1,0
0,29,0,4,59,0,0
0,25,1,4,25,1,1
0,24,1,4,76,0,0
1,25,1,4,44,1,0
1,0,1,4,31,1,0
1,29,1,4,76,0,0
0,29,1,4,32,0,1
1,28,1,4,39,1,1
NA,10,0,4,51,0,1
NA,25,1,4,64,1,1
1,30,1,4,69,1,0
1,30,1,4,45,0,1
0,29,1,4,43,1,1
1,30,1,4,55,1,0
NA,10,1,4,65,1,0
0,25,0,4,35,0,0
1,28,1,4,29,1,0
0,30,0,4,83,0,0
0,15,1,4,27,1,1
0,15,1,4,47,1,1
0,25,0,4,44,0,1
0,30,1,4,19,0,0
1,10,1,4,65,0,0
0,25,0,4,32,0,0
NA,30,1,4,62,1,1
1,29,1,4,73,0,0
NA,30,1,4,43,1,0
NA,24,1,4,35,0,0
1,0,1,4,61,1,1
0,24,1,4,35,0,0
0,25,1,4,33,1,0
1,30,1,4,69,1,1
1,25,1,4,57,1,0
0,30,1,4,31,0,1
1,15,1,4,56,1,1
0,28,1,4,66,0,1
1,10,1,4,57,1,0
0,15,0,4,26,0,1
1,30,1,4,49,1,1
1,0,0,4,37,0,1
1,30,1,4,69,0,0
1,30,1,4,48,1,1
1,24,1,4,60,0,0
1,29,1,4,19,0,0
1,15,1,4,55,1,0
NA,0,0,4,20,1,0
1,10,1,4,40,1,1
1,29,1,4,61,1,0
1,0,1,4,24,0,1
0,29,1,4,25,0,1
0,30,1,4,44,1,1
1,30,1,4,84,1,0
0,21,1,4,23,0,1
0,15,0,4,35,0,0
1,29,1,4,19,0,0
1,29,0,4,47,0,0
0,28,1,4,56,1,0
1,30,1,4,34,1,1
1,15,0,4,43,0,1
0,30,1,4,38,0,1
1,25,0,4,28,1,1
1,28,1,4,40,1,0
1,28,1,4,47,1,0
NA,30,1,4,51,1,0
1,30,1,4,43,1,0
NA,15,1,4,39,0,1
1,0,1,4,70,1,0
1,11,1,4,81,0,0
1,30,1,4,42,1,1
NA,29,1,4,56,1,0
1,20,1,4,48,1,0
0,25,1,4,56,1,0
0,29,1,4,51,1,0
1,30,1,4,72,1,0
1,29,1,4,57,1,0
1,30,1,4,21,0,0
1,28,0,4,33,1,1
0,29,0,4,19,0,1
1,30,1,4,53,1,0
0,0,0,4,28,1,0
1,8,1,4,26,1,1
0,25,1,4,73,0,0
0,24,1,4,58,1,1
0,30,1,4,53,0,1
0,10,0,4,22,0,0
0,0,0,4,42,0,0
1,15,1,4,70,1,1
0,29,1,4,56,1,0
NA,25,1,4,48,1,1
0,15,1,4,69,0,0
0,15,1,4,31,1,1
0,30,0,4,29,1,0
1,0,1,4,47,1,0
1,30,0,4,72,0,0
1,0,1,4,29,1,1
0,30,0,4,19,0,1
0,28,1,4,38,0,1
NA,0,1,4,40,0,1
0,28,1,4,24,1,1
1,29,1,4,55,1,0
0,8,1,4,26,0,1
1,0,1,4,71,1,0
1,0,1,4,37,0,1
0,30,0,4,39,0,1
1,30,1,4,67,1,0
1,30,1,4,47,0,0
0,30,1,4,44,1,0
1,30,1,4,71,1,0
1,25,1,4,33,1,0
1,30,1,4,33,1,0
0,15,0,4,41,1,1
1,29,1,4,36,1,0
0,20,0,4,53,0,0
1,0,1,4,43,0,1
NA,29,1,4,65,1,0
1,30,1,4,45,1,0
NA,15,0,4,70,0,1
NA,25,0,4,45,1,0
1,10,1,4,42,1,0
0,30,1,4,42,0,0
1,11,1,4,70,1,1
1,30,1,4,73,0,0
1,14,0,4,35,0,0
0,28,1,4,54,1,1
1,21,1,4,53,1,1
0,28,0,4,37,0,0
1,30,0,4,43,0,1
1,25,1,4,18,0,0
NA,10,1,4,69,1,1
1,29,1,4,64,1,0
0,24,1,4,24,0,1
0,30,1,4,58,1,0
0,0,1,4,23,0,1
1,30,1,4,66,0,0
0,30,1,4,36,1,0
0,30,1,4,46,1,0
1,0,1,4,19,0,0
0,24,1,4,41,1,0
1,15,1,4,69,1,1
NA,30,1,4,76,1,0
1,30,1,4,62,0,1
1,29,1,4,31,1,0
1,29,0,4,52,0,0
1,28,1,4,48,1,0
0,30,0,4,29,1,1
NA,25,0,4,42,0,0
0,29,1,4,35,0,1
NA,21,1,4,31,1,1
0,29,1,4,26,0,0
NA,30,1,4,39,1,1
1,30,1,4,56,1,1
1,29,1,4,65,1,0
0,30,0,4,28,0,1
0,28,0,4,21,0,0
1,10,1,4,61,1,1
1,29,1,4,60,1,0
0,30,1,4,38,1,0
1,11,1,4,53,1,0
NA,15,1,4,45,0,0
0,25,0,4,44,1,1
0,15,1,4,67,0,1
0,29,1,4,48,1,1
0,29,1,4,69,1,1
1,29,1,4,67,0,0
0,28,0,4,48,0,0
NA,30,0,4,67,0,1
0,25,0,4,29,0,1
1,29,1,4,68,0,1
0,30,1,4,53,0,0
0,29,1,4,38,1,1
NA,29,1,4,39,0,0
1,11,1,4,53,1,0
NA,14,1,4,52,0,1
1,30,1,4,61,0,0
0,24,1,4,54,1,1
1,24,1,4,70,0,0
0,29,1,4,27,0,0
1,30,1,4,19,0,1
0,30,1,4,21,0,1
0,8,1,4,49,1,0
0,30,1,4,48,1,1
0,30,0,4,84,0,0
1,15,1,4,38,1,1
1,10,1,4,54,1,0
0,10,0,4,28,0,0
1,30,1,4,67,1,1
0,0,0,4,38,0,1
NA,30,0,4,21,0,0
1,30,1,4,39,0,0
1,0,1,4,71,1,0
1,30,1,4,55,1,0
1,30,1,4,30,1,0
1,0,0,4,25,1,0
0,29,1,4,41,0,1
1,30,1,4,54,1,1
NA,29,1,4,70,1,0
0,30,1,4,67,1,1
0,30,0,4,29,1,0
1,28,1,4,38,0,1
NA,29,1,4,63,1,1
1,0,1,4,79,0,0
0,15,1,4,57,0,0
1,29,1,4,52,1,0
1,30,1,4,19,0,1
0,21,0,4,33,1,0
NA,20,1,4,57,0,1
0,30,1,4,46,0,0
1,30,1,4,30,1,0
0,30,1,4,77,1,0
1,0,1,4,43,1,1
0,30,1,4,40,1,1
0,30,0,4,29,0,0
1,30,0,4,53,0,1
1,30,0,4,21,0,1
0,15,1,4,38,1,1
1,30,1,4,41,1,1
1,30,0,4,20,0,1
0,30,1,4,60,1,0
0,30,1,4,55,0,0
0,0,1,4,53,1,1
1,30,1,4,45,1,1
0,30,1,4,76,0,0
1,30,1,4,18,0,1
0,30,1,4,24,1,0
1,30,1,4,57,1,0
1,11,1,4,75,1,0
0,25,0,4,61,1,0
0,29,1,4,47,0,0
NA,30,1,4,40,1,0
1,24,0,4,21,1,0
0,30,1,4,72,1,0
NA,25,1,4,59,1,0
1,30,1,4,60,1,1
NA,30,1,4,47,1,1
0,15,1,4,66,1,1
1,29,1,4,49,1,1
0,25,1,4,59,1,1
0,15,0,4,39,0,0
1,30,1,4,48,1,1
1,28,1,4,24,1,0
0,15,0,4,21,0,0
1,28,1,4,64,1,1
1,30,0,4,23,1,1
1,30,1,4,67,0,1
0,15,0,4,31,0,1
1,25,1,4,71,0,0
0,8,1,4,33,1,0
0,30,0,4,38,0,1
0,29,1,4,42,1,1
1,30,1,4,65,0,0
0,0,1,4,34,1,0
NA,30,1,4,49,1,0
0,15,1,4,29,1,1
0,11,1,4,21,0,1
1,30,1,4,39,1,1
0,30,1,4,42,0,1
1,30,1,4,42,1,1
1,24,1,4,53,1,0
1,11,1,4,25,0,0
NA,25,0,4,34,0,1
1,30,1,4,64,1,0
0,25,0,4,52,0,0
1,0,1,4,49,0,0
1,30,1,4,37,1,0
1,30,1,4,62,1,0
0,30,0,4,22,0,1
0,0,0,4,31,0,0
1,15,1,4,21,0,1
1,30,1,4,42,1,1
NA,29,0,4,23,0,1
1,0,1,4,37,1,0
1,25,0,4,43,0,0
0,0,1,4,38,1,0
0,30,1,4,28,1,1
NA,30,0,4,47,0,1
NA,10,1,4,49,1,1
1,15,0,4,53,0,0
0,30,1,4,38,0,1
NA,29,0,4,28,1,1
1,15,1,4,64,0,1
1,30,0,4,42,1,0
NA,30,1,4,30,0,1
1,28,1,4,73,1,0
0,30,1,4,37,0,0
1,30,1,4,36,1,0
NA,29,0,4,20,0,1
0,28,0,4,48,1,1
1,29,1,4,47,1,1
1,29,1,4,24,1,0
1,0,1,4,40,0,1
1,10,1,4,63,1,1
0,15,0,4,21,1,0
1,21,1,4,49,0,0
0,29,0,4,18,0,0
0,15,1,4,44,0,1
0,20,1,4,44,1,0
1,28,1,4,74,0,0
0,30,1,4,71,0,0
NA,30,1,4,18,1,0
1,29,1,4,71,0,0
1,30,0,4,65,0,0
1,0,0,4,21,0,0
NA,0,0,4,33,0,1
0,30,1,4,51,1,0
0,30,1,4,49,1,0
NA,21,1,4,21,0,0
NA,0,1,4,56,1,0
0,30,0,4,31,0,0
1,20,1,4,54,0,1
0,15,1,4,27,1,1
1,10,1,4,69,1,0
1,10,1,4,61,1,1
1,20,1,4,46,0,1
1,11,1,4,40,1,0
1,15,1,4,85,0,0
1,30,1,4,40,1,0
1,30,1,4,35,1,1
1,29,1,4,73,1,0
1,0,1,4,42,1,0
0,20,0,4,40,1,1
1,25,1,4,52,1,1
0,0,1,4,51,1,0
1,30,1,4,78,1,1
1,0,1,4,86,0,0
1,11,1,4,79,1,0
1,10,1,4,70,1,0
1,0,1,4,56,1,0
0,30,1,4,39,1,0
1,30,1,4,33,0,1
1,10,1,4,82,1,1
0,28,1,4,27,1,0
0,29,1,4,22,0,0
0,15,1,4,21,0,1
0,15,1,4,23,0,1
1,29,1,4,66,1,0
NA,15,1,4,27,1,0
1,0,1,4,41,1,0
1,30,1,4,87,0,0
0,28,0,4,23,0,0
1,30,1,4,51,1,0
NA,29,1,4,28,1,0
NA,21,1,4,46,1,0
0,15,1,4,21,1,0
1,29,1,4,57,1,1
0,30,1,4,40,0,1
0,30,1,4,33,1,0
1,0,0,4,58,1,1
NA,15,0,4,30,1,1
1,30,0,4,57,0,0
1,21,1,4,36,0,0
1,30,1,4,66,1,1
1,0,1,4,27,0,0
0,28,1,4,27,0,1
1,30,1,4,38,1,0
0,30,1,4,32,1,1
1,15,1,4,35,1,0
0,15,1,4,28,0,0
0,15,1,4,44,1,1
1,30,1,4,42,1,0
1,30,1,4,42,1,1
1,30,0,4,79,0,1
1,24,1,4,44,1,0
1,8,1,4,43,1,0
NA,30,0,4,35,0,1
1,8,1,4,41,1,1
NA,15,1,4,66,1,0
0,15,1,4,74,1,1
1,15,1,4,76,0,1
1,25,1,4,56,0,0
1,10,1,4,50,0,1
NA,21,1,4,56,1,1
1,30,1,4,48,1,0
0,25,1,4,42,1,0
0,30,1,4,57,1,0
0,30,0,4,26,1,0
1,30,1,4,67,1,0
NA,29,0,4,56,1,0
1,30,0,4,27,0,1
1,10,1,4,39,1,1
0,30,1,4,74,0,0
0,25,0,4,35,0,1
0,10,1,4,70,1,0
0,14,1,4,73,0,0
1,0,1,4,51,1,0
1,30,1,4,70,1,0
1,25,0,4,65,0,1
0,30,0,4,26,1,0
1,29,1,4,39,1,0
1,30,1,4,56,1,1
1,28,1,4,55,1,0
0,28,0,4,19,0,0
0,30,1,4,66,1,1
NA,29,0,4,20,0,1
1,30,0,4,44,1,1
1,30,0,4,77,0,0
0,30,1,4,27,0,1
0,30,0,4,27,1,0
0,29,1,4,57,1,0
1,30,1,4,54,1,1
1,29,0,4,77,0,0
0,25,0,4,79,1,1
1,30,1,4,53,0,0
1,24,1,4,54,1,0
0,15,1,4,21,0,1
1,29,1,4,69,1,0
1,29,0,4,40,0,0
0,30,1,4,25,0,0
1,11,1,4,67,1,1
1,28,1,4,32,1,1
0,10,0,4,23,0,1
0,10,1,4,27,0,1
0,30,1,4,25,1,1
0,30,1,4,27,0,0
1,30,1,4,28,0,0
0,29,1,4,90,0,0
1,8,1,4,30,1,0
0,29,1,4,49,1,0
0,30,0,4,34,0,1
0,28,1,4,36,1,1
0,21,0,4,48,1,0
1,30,1,4,51,1,0
0,30,0,4,38,1,0
0,25,1,4,48,1,0
1,10,1,4,71,1,1
0,30,0,4,22,0,0
0,0,0,4,46,0,1
0,30,1,4,69,1,0
1,10,1,4,18,0,1
0,29,1,4,52,0,1
1,20,1,4,47,1,1
1,30,0,4,25,1,1
0,29,1,4,41,1,1
1,0,1,4,44,1,0
NA,30,1,4,18,0,0
1,29,1,4,63,1,1
1,0,1,4,61,0,0
1,21,1,4,27,1,1
0,30,1,4,49,1,0
0,30,0,4,33,1,1
1,30,1,4,49,1,1
0,30,0,4,38,0,1
1,0,1,4,41,1,0
1,20,1,4,43,0,0
NA,29,1,4,61,0,0
0,30,1,4,45,1,0
1,29,1,4,80,0,0
1,30,1,4,31,1,1
NA,29,1,4,61,1,0
1,15,1,4,21,0,1
0,15,0,4,36,1,0
1,30,0,4,44,0,1
0,0,1,4,33,0,1
0,29,1,4,52,1,1
1,30,1,4,82,1,1
1,30,1,4,77,0,0
0,10,1,4,33,1,1
1,29,1,4,18,0,0
1,15,1,4,43,1,1
1,0,1,4,25,1,0
0,29,0,4,37,0,1
NA,25,1,4,59,0,0
0,20,0,4,46,0,0
0,29,1,4,39,1,0
1,29,0,4,25,1,1
0,25,0,4,27,1,1
0,29,1,4,68,1,1
1,25,1,4,54,0,0
0,29,1,4,57,1,1
1,30,1,4,70,1,1
1,28,0,4,31,0,0
1,29,1,4,58,1,1
1,29,1,4,20,0,1
0,30,1,4,63,1,0
1,29,1,4,78,0,0
NA,29,1,4,50,0,1
NA,28,1,4,18,0,1
1,10,1,4,67,1,0
0,30,1,4,38,0,1
0,30,1,4,20,0,1
1,20,1,4,44,1,1
1,0,1,4,48,1,1
1,30,1,4,36,1,1
0,30,1,4,29,0,1
1,30,1,4,84,1,1
1,11,0,4,44,1,0
1,28,1,4,61,0,0
0,30,1,4,27,0,0
1,29,1,4,71,1,0
1,29,1,4,41,0,0
0,28,1,4,19,0,1
1,29,1,4,34,1,0
0,15,0,4,53,0,1
1,29,0,4,34,0,1
0,30,1,4,39,1,0
0,29,1,4,73,1,0
1,28,1,4,44,1,1
0,15,1,4,34,0,1
0,25,1,4,36,1,0
0,28,1,4,49,0,1
1,29,1,4,35,1,0
0,20,0,4,40,0,1
0,14,1,4,68,0,1
NA,15,1,4,44,0,1
1,30,1,4,41,1,1
1,0,1,4,74,1,0
0,24,1,4,28,0,0
1,29,1,4,49,0,0
1,30,1,4,71,1,0
NA,25,1,4,25,0,0
1,29,0,4,46,0,0
NA,0,1,4,24,0,1
1,0,0,4,35,0,0
1,29,1,4,79,0,1
1,28,1,4,57,1,0
1,30,1,4,49,1,1
NA,29,1,4,63,1,1
1,29,1,4,45,1,1
0,30,1,4,61,1,1
1,30,1,4,23,0,0
0,0,1,4,19,0,1
1,30,1,4,39,1,0
0,29,1,4,60,1,1
1,30,1,4,75,0,0
0,28,1,4,21,0,1
0,30,1,4,42,0,1
